filepath,relpath,binary_label,motor_label,subtype,quality,youtube_url,source,duration
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/4_motors/7PTsHDFMams_576.wav,4_motors/7PTsHDFMams_576.wav,drone,4_motors,,5,https://www.youtube.com/watch?v=7PTsHDFMams,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/0ef1kHg4U34_6_motors_000.wav,6_motors/0ef1kHg4U34_6_motors_000.wav,drone,6_motors,,4,https://www.youtube.com/shorts/0ef1kHg4U34,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/0ef1kHg4U34_6_motors_001.wav,6_motors/0ef1kHg4U34_6_motors_001.wav,drone,6_motors,,4,https://www.youtube.com/shorts/0ef1kHg4U34,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/0ef1kHg4U34_6_motors_002.wav,6_motors/0ef1kHg4U34_6_motors_002.wav,drone,6_motors,,5,https://www.youtube.com/shorts/0ef1kHg4U34,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/0ef1kHg4U34_6_motors_003.wav,6_motors/0ef1kHg4U34_6_motors_003.wav,drone,6_motors,,4,https://www.youtube.com/shorts/0ef1kHg4U34,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/0ef1kHg4U34_6_motors_004.wav,6_motors/0ef1kHg4U34_6_motors_004.wav,drone,6_motors,,4,https://www.youtube.com/shorts/0ef1kHg4U34,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/0ef1kHg4U34_6_motors_005.wav,6_motors/0ef1kHg4U34_6_motors_005.wav,drone,6_motors,,5,https://www.youtube.com/shorts/0ef1kHg4U34,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/0ef1kHg4U34_6_motors_006.wav,6_motors/0ef1kHg4U34_6_motors_006.wav,drone,6_motors,,4,https://www.youtube.com/shorts/0ef1kHg4U34,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/0ef1kHg4U34_6_motors_007.wav,6_motors/0ef1kHg4U34_6_motors_007.wav,drone,6_motors,,3,https://www.youtube.com/shorts/0ef1kHg4U34,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/0ef1kHg4U34_6_motors_008.wav,6_motors/0ef1kHg4U34_6_motors_008.wav,drone,6_motors,,4,https://www.youtube.com/shorts/0ef1kHg4U34,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/0ef1kHg4U34_6_motors_009.wav,6_motors/0ef1kHg4U34_6_motors_009.wav,drone,6_motors,,4,https://www.youtube.com/shorts/0ef1kHg4U34,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/0ef1kHg4U34_6_motors_010.wav,6_motors/0ef1kHg4U34_6_motors_010.wav,drone,6_motors,,3,https://www.youtube.com/shorts/0ef1kHg4U34,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/0ef1kHg4U34_6_motors_011.wav,6_motors/0ef1kHg4U34_6_motors_011.wav,drone,6_motors,,4,https://www.youtube.com/shorts/0ef1kHg4U34,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_002.wav,2_motors/1konA5ShbL8_2_motors_002.wav,drone,2_motors,,1,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_003.wav,2_motors/1konA5ShbL8_2_motors_003.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_004.wav,2_motors/1konA5ShbL8_2_motors_004.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_005.wav,2_motors/1konA5ShbL8_2_motors_005.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_006.wav,2_motors/1konA5ShbL8_2_motors_006.wav,drone,2_motors,,4,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_007.wav,2_motors/1konA5ShbL8_2_motors_007.wav,drone,2_motors,,4,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_008.wav,2_motors/1konA5ShbL8_2_motors_008.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_009.wav,2_motors/1konA5ShbL8_2_motors_009.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_010.wav,2_motors/1konA5ShbL8_2_motors_010.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_011.wav,2_motors/1konA5ShbL8_2_motors_011.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_012.wav,2_motors/1konA5ShbL8_2_motors_012.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_013.wav,2_motors/1konA5ShbL8_2_motors_013.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_014.wav,2_motors/1konA5ShbL8_2_motors_014.wav,drone,2_motors,,4,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_015.wav,2_motors/1konA5ShbL8_2_motors_015.wav,drone,2_motors,,4,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_016.wav,2_motors/1konA5ShbL8_2_motors_016.wav,drone,2_motors,,4,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_017.wav,2_motors/1konA5ShbL8_2_motors_017.wav,drone,2_motors,,4,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_018.wav,2_motors/1konA5ShbL8_2_motors_018.wav,drone,2_motors,,4,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_019.wav,2_motors/1konA5ShbL8_2_motors_019.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_020.wav,2_motors/1konA5ShbL8_2_motors_020.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_021.wav,2_motors/1konA5ShbL8_2_motors_021.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_022.wav,2_motors/1konA5ShbL8_2_motors_022.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_023.wav,2_motors/1konA5ShbL8_2_motors_023.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_024.wav,2_motors/1konA5ShbL8_2_motors_024.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_025.wav,2_motors/1konA5ShbL8_2_motors_025.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_026.wav,2_motors/1konA5ShbL8_2_motors_026.wav,drone,2_motors,,4,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_027.wav,2_motors/1konA5ShbL8_2_motors_027.wav,drone,2_motors,,4,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1konA5ShbL8_2_motors_028.wav,2_motors/1konA5ShbL8_2_motors_028.wav,drone,2_motors,,3,https://www.youtube.com/watch?v=1konA5ShbL8,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_003.wav,6_motors/Tq6gvCr9RVc_6_motors_003.wav,drone,6_motors,,3,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_004.wav,6_motors/Tq6gvCr9RVc_6_motors_004.wav,drone,6_motors,,5,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_005.wav,6_motors/Tq6gvCr9RVc_6_motors_005.wav,drone,6_motors,,5,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_006.wav,6_motors/Tq6gvCr9RVc_6_motors_006.wav,drone,6_motors,,5,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_007.wav,6_motors/Tq6gvCr9RVc_6_motors_007.wav,drone,6_motors,,4,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_008.wav,6_motors/Tq6gvCr9RVc_6_motors_008.wav,drone,6_motors,,4,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_009.wav,6_motors/Tq6gvCr9RVc_6_motors_009.wav,drone,6_motors,,5,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_010.wav,6_motors/Tq6gvCr9RVc_6_motors_010.wav,drone,6_motors,,5,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_011.wav,6_motors/Tq6gvCr9RVc_6_motors_011.wav,drone,6_motors,,5,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_012.wav,6_motors/Tq6gvCr9RVc_6_motors_012.wav,drone,6_motors,,5,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_013.wav,6_motors/Tq6gvCr9RVc_6_motors_013.wav,drone,6_motors,,5,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_014.wav,6_motors/Tq6gvCr9RVc_6_motors_014.wav,drone,6_motors,,5,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_015.wav,6_motors/Tq6gvCr9RVc_6_motors_015.wav,drone,6_motors,,4,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_016.wav,6_motors/Tq6gvCr9RVc_6_motors_016.wav,drone,6_motors,,4,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_017.wav,6_motors/Tq6gvCr9RVc_6_motors_017.wav,drone,6_motors,,4,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_018.wav,6_motors/Tq6gvCr9RVc_6_motors_018.wav,drone,6_motors,,4,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_019.wav,6_motors/Tq6gvCr9RVc_6_motors_019.wav,drone,6_motors,,4,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_020.wav,6_motors/Tq6gvCr9RVc_6_motors_020.wav,drone,6_motors,,3,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/6_motors/Tq6gvCr9RVc_6_motors_021.wav,6_motors/Tq6gvCr9RVc_6_motors_021.wav,drone,6_motors,,1,https://www.youtube.com/watch?v=Tq6gvCr9RVc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1Lm4Z7EQlHs_r0_050.wav,2_motors/1Lm4Z7EQlHs_r0_050.wav,drone,2_motors,,1,https://www.youtube.com/watch?v=1Lm4Z7EQlHs,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1Lm4Z7EQlHs_r0_049.wav,2_motors/1Lm4Z7EQlHs_r0_049.wav,drone,2_motors,,1,https://www.youtube.com/watch?v=1Lm4Z7EQlHs,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1Lm4Z7EQlHs_r0_048.wav,2_motors/1Lm4Z7EQlHs_r0_048.wav,drone,2_motors,,1,https://www.youtube.com/watch?v=1Lm4Z7EQlHs,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1Lm4Z7EQlHs_r0_047.wav,2_motors/1Lm4Z7EQlHs_r0_047.wav,drone,2_motors,,1,https://www.youtube.com/watch?v=1Lm4Z7EQlHs,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1Lm4Z7EQlHs_r0_046.wav,2_motors/1Lm4Z7EQlHs_r0_046.wav,drone,2_motors,,1,https://www.youtube.com/watch?v=1Lm4Z7EQlHs,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1Lm4Z7EQlHs_r0_045.wav,2_motors/1Lm4Z7EQlHs_r0_045.wav,drone,2_motors,,1,https://www.youtube.com/watch?v=1Lm4Z7EQlHs,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1Lm4Z7EQlHs_r0_044.wav,2_motors/1Lm4Z7EQlHs_r0_044.wav,drone,2_motors,,1,https://www.youtube.com/watch?v=1Lm4Z7EQlHs,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1Lm4Z7EQlHs_r0_043.wav,2_motors/1Lm4Z7EQlHs_r0_043.wav,drone,2_motors,,1,https://www.youtube.com/watch?v=1Lm4Z7EQlHs,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1Lm4Z7EQlHs_r0_042.wav,2_motors/1Lm4Z7EQlHs_r0_042.wav,drone,2_motors,,1,https://www.youtube.com/watch?v=1Lm4Z7EQlHs,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1Lm4Z7EQlHs_r0_041.wav,2_motors/1Lm4Z7EQlHs_r0_041.wav,drone,2_motors,,1,https://www.youtube.com/watch?v=1Lm4Z7EQlHs,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1Lm4Z7EQlHs_r0_040.wav,2_motors/1Lm4Z7EQlHs_r0_040.wav,drone,2_motors,,1,https://www.youtube.com/watch?v=1Lm4Z7EQlHs,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1Lm4Z7EQlHs_r0_039.wav,2_motors/1Lm4Z7EQlHs_r0_039.wav,drone,2_motors,,1,https://www.youtube.com/watch?v=1Lm4Z7EQlHs,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1Lm4Z7EQlHs_r0_038.wav,2_motors/1Lm4Z7EQlHs_r0_038.wav,drone,2_motors,,1,https://www.youtube.com/watch?v=1Lm4Z7EQlHs,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1Lm4Z7EQlHs_r0_037.wav,2_motors/1Lm4Z7EQlHs_r0_037.wav,drone,2_motors,,1,https://www.youtube.com/watch?v=1Lm4Z7EQlHs,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/1Lm4Z7EQlHs_r0_036.wav,2_motors/1Lm4Z7EQlHs_r0_036.wav,drone,2_motors,,1,https://www.youtube.com/watch?v=1Lm4Z7EQlHs,youtube,2.0
